job_title,Grupo
Power BI Developer,54382.83 - 60920.47
AI Architect,100146.3 - 106683.94
Quantitative Developer,283200.18 - 289737.82
Quantitative Developer,152447.41 - 158985.05
System Engineer,145909.77 - 152447.41
Solution Architect,191673.24 - 198210.88
Data Infrastructure Engineer,100146.3 - 106683.94
Data Infrastructure Engineer,60920.47 - 67458.11
Business Intelligence Lead,158985.05 - 165522.69
Business Intelligence Lead,113221.58 - 119759.22
AI Architect,263587.27 - 270124.91
Data Visualization Engineer,113221.58 - 119759.22
Data Infrastructure Engineer,237436.71 - 243974.35
Data Infrastructure Engineer,158985.05 - 165522.69
Data Governance Analyst,158985.05 - 165522.69
Data Quality Analyst,80533.39 - 87071.03
Data Governance,34769.92 - 41307.55
Manager,413952.96 - 420490.6
Lead Analyst,132834.5 - 139372.13
Lead Analyst,73995.75 - 80533.39
Product Manager,276662.55 - 283200.18
MLOps Engineer,204748.52 - 211286.16
MLOps Engineer,145909.77 - 152447.41
Applied Scientist,224361.44 - 230899.08
